1.19E+06,1155,1116,279.8,-0.41398,-5.4214,7.9056,0
4738.2,6939.1,493.41,173.1,29.231,-7.7741,11.867,0
1147.7,1555.4,999.23,488.58,42.868,34.556,4.3365,0
786.34,952.93,1373.1,151.36,117.08,-7.1182,11.391,0
435.13,560,1442,80.365,-14.982,-17.952,7.974,0
270.83,300.21,1142.7,466.11,37.346,-25.456,4.2658,0
212.34,269.62,1371.9,-60.228,-16.838,-9.1539,16.747,0
176.19,270.1,1011.8,481.83,-72.769,-13.871,8.8739,0
193.2,226.38,891.63,548.78,-11.348,-4.8454,12.356,0
176.38,209.44,667.99,492.25,-29.571,10.293,12.676,0
126.44,190.21,512.19,6.0239,-33.229,1.7379,3.3503,0
176.38,203.06,538.43,61.793,-1.9641,6.0316,8.6178,0
193.15,227.65,953.55,219.05,-2.7636,-9.3805,8.8605,0
176.12,277.78,1221.2,384.21,-85.289,-16.937,6.2863,0
212.35,271.56,1406.2,132.2,-27.727,-6.643,6.1409,0
270.94,283.45,722.84,254.75,78.533,-23.917,-1.3641,0
435.28,546.84,1066.7,439.43,-0.32628,-10.009,8.1007,0
786.22,972.8,1862.2,508.1,64.432,-7.8166,12.098,0
1147.4,1596.3,2100.7,123.92,-28.243,19.29,2.6853,0
4737.9,6975.4,1427.6,364.92,-51.726,-14.013,4.9461,0
9.86E+05,3788.2,993.83,29.086,-8.2395,33.644,0.54406,0
1325.6,11768,1046.1,28.247,1.5008,29.674,2.2337,0
681.27,5997.6,1032.4,34.507,-20.548,31.654,1.9983,0
509.79,4317.7,940.37,48.189,-29.997,28.95,-1.1227,0
354.72,2777.4,1065.8,25.756,-0.55099,25.706,2.6325,0
310.03,2237.5,898.33,3.7994,-12.139,32.581,4.8307,0
324.46,2463.5,993.6,14.448,-7.5435,34.352,1.8196,0
333.99,2459.5,888.64,24.893,-11.788,34.035,-4.5248,0
261.89,1899.7,1574.6,45.227,1.1786,36.834,4.3409,0
233.99,1578.1,548.93,61.751,-6.7922,33.239,2.1261,0
227.53,1360.6,656.56,11.855,4.628,33.335,-1.4725,0
234.01,1573.5,756.4,43.027,-2.6338,31.863,0.1182,0
261.8,1918.8,723.16,21.373,-6.3328,33.616,-0.057812,0
334.02,2451.8,1233.8,43.349,-9.1459,36.585,-2.5829,0
324.52,2449.3,1627.3,30.447,-1.8215,34.41,-3.1522,0
310.06,2231.1,1180.9,13.089,-9.9175,29.156,-2.4233,0
354.69,2784.5,747.35,34.334,-2.8888,40.659,3.5414,0
509.79,4316.4,997.6,12.655,-24.716,40.875,0.52223,0
681.28,5994.3,1180.7,24.887,-16.937,34.227,4.4295,0
1325.6,11773,789.95,30.783,-0.079967,37.48,-2.9245,0
1.54E+06,262.59,1154.8,950.94,86.6,-4.2566,7.8676,0
3449.7,-1871.2,1496,1168.3,85.803,-5.5959,4.7099,0
1100.3,394.51,1667.4,1139.7,115.53,6.3551,4.2431,0
554.95,437.73,1648.2,756.77,78.133,-15.381,1.115,0
553.73,531.45,1559.1,706.47,66.927,1.4655,10.304,0
468.33,402.16,1095.8,521.07,120.34,9.4546,8.7066,0
373.79,270.53,521.71,561.94,93.608,-20.005,7.0889,0
477.91,651.28,1784.5,572.91,62.593,20.033,12.226,0
238.23,697.15,1274.8,1072.1,69.968,-10.77,7.4304,0
537.52,459.19,788.86,771.5,72.373,-0.70137,3.2842,0
215.33,531.23,823.67,944.22,96.933,-17.826,15.082,0
537.23,698.48,1291.4,1036.5,80.606,-3.4587,9.2203,0
238.33,624.72,800.97,1211.3,67.973,-13.14,8.2673,0
477.59,970.95,1017,1908.2,75.726,4.5321,9.457,0
373,903.65,2237.3,999.8,113.75,-25.985,10.739,0
468.42,356.79,250.98,982.01,120.63,3.5702,10.702,0
554,327.37,670.47,794.22,60.94,0.35418,6.8624,0
555.21,244.13,829.12,823.74,72.897,-15.466,5.1556,0
1100.5,209.29,1012.1,1116.3,109.52,6.448,1.447,0
3449.9,-2022.5,1190.9,992.2,81.281,-4.518,13.416,0
1.30E+06,374.69,964.97,2.6334,17.477,19.565,-9.0122,0
1722.2,3284.7,1143.6,5.9686,27.525,23.576,-10.964,0
500.36,322.81,1115.3,-77.851,26.555,28.585,-10.458,0
349.87,306.69,807.7,25.761,12.544,18.068,-11.489,0
277.68,41.088,1300.6,34.23,10.727,31.475,-10.737,0
224.34,-37.733,629.13,-19.816,57.299,16.603,-11.546,0
226.92,43.845,607.46,15.153,8.8757,23.931,-4.2907,0
193.22,-6.744,589.86,18.354,9.6758,19.596,-8.8987,0
191.22,-59.45,816.23,17.644,23.374,25.552,-7.275,0
204.04,-13.215,555.37,12.708,16.745,23.841,-9.1642,0
219.7,-122.2,923.52,-11.518,14.151,20.754,-5.0005,0
204.01,-55.954,806.98,12.249,10.247,22.232,-9.2021,0
191.21,-80.815,941.95,14.147,38.017,12.919,-9.3306,0
193.08,-178.52,1600.9,9.452,31.821,15.666,-3.7964,0
226.74,-183.58,1946.2,7.585,10.595,17.324,-10.133,0
224.28,-111.37,1063.1,-13.422,2.8528,15.757,-10.714,0
277.73,114.14,870.67,34.392,20.329,12.187,-8.0834,0
349.86,287.41,921.33,26.125,5.7172,15.515,-15.599,0
500.4,375.68,804.55,-71.183,-6.6655,12.547,-8.5805,0
1722.3,3327.4,892.44,9.7524,11.665,15.617,-5.9707,0
1.29E+06,518.71,9.534,2.8869,-5.7225,6.0101,9.0024,0
184.87,581.99,-0.0064457,25.022,-12.771,6.875,9.9744,0
90.15,506.73,-7.8535,4.2886,1.5559,4.2097,12.303,0
115.2,428.95,24.47,-4.7739,-13.977,4.9732,14.396,0
93.256,1085.2,15.301,6.3302,-0.37252,4.4678,9.8544,0
73.532,708.52,-5.4919,-1.7263,-6.8059,11.001,9.5718,0
110.67,469.78,44.278,5.7468,-3.9302,10.563,11.714,0
80.72,424.62,3.7093,-1.838,-5.8986,5.5092,10.701,0
77.37,472.67,3.3473,-0.61603,-3.7436,6.2166,10.349,0
83.708,462.84,7.5561,-4.0908,-6.1796,1.3949,9.3742,0
78.844,622.79,-1.0551,-6.4556,-11.017,10.33,6.6913,0
83.72,696.86,4.5045,-4.7724,-9.1185,5.5544,5.8107,0
77.375,581.7,2.6269,-0.48481,-2.5137,2.5179,9.1171,0
80.717,381.85,3.8402,-1.8966,-6.8045,8.1863,8.4457,0
110.67,495.73,44.377,6.1755,-2.4221,7.5827,5.9276,0
73.511,299.88,-0.57627,-0.19088,-3.0261,6.0416,7.8875,0
93.222,410.78,22.357,8.1552,1.5424,4.3593,7.3009,0
115.21,491.2,24.146,-4.152,-12.63,1.5113,6.1828,0
90.14,300.64,-6.2973,4.6296,0.040228,8.6598,7.6657,0
184.86,432.71,1.9358,25.57,-10.676,4.2356,7.7798,0
1.37E+06,1402.8,373.56,-4.4826,43.781,-19.205,10.337,0
235.86,1272.2,-57.559,120.72,51.079,-8.4576,13.5,0
164.61,679.05,223.65,27.306,17.75,-39.223,22.789,0
128.68,1330.6,38.042,2.7776,52.982,-39.895,5.4174,0
133.78,802.75,68.469,-13.575,70.885,-19.769,12.291,0
96.128,2160.1,-101.56,-17.611,20.809,-14.711,14.324,0
117.51,1495,426.45,-1.9632,45.524,-31.05,-2.9238,0
112.73,2320.7,62.275,-40.397,44.902,-21.52,18.753,0
84.01,1271.4,205.14,-18.478,8.9956,-6.1997,6.6331,0
138.33,1239.9,110.73,-42.429,64.094,-7.5075,16.633,0
120.5,1125.9,798.22,-27.267,42.671,-12.401,16.429,0
138.31,1375.7,465.47,-51.611,66.91,-6.3426,15.07,0
83.99,1439.5,580.19,-28.643,11.836,-5.6661,5.2559,0
113.1,1243.2,493.88,-28.167,47.603,-13.888,7.0165,0
117.57,1305.6,390.27,2.0557,45.42,-29.326,-4.401,0
96.516,1030.3,365.86,-5.019,23.78,-6.7943,1.7023,0
133.74,1087.6,586.39,-29.049,75.381,-17.484,9.6356,0
128.5,2027.9,405.04,-17.574,56.472,-40.597,7.1106,0
164.46,1387.6,1065.7,-2.1656,24.983,-37.624,20.806,0
235.71,2058.3,971.61,86.306,59.858,-6.4349,10.394,0
1.33E+06,958.6,266.08,54.277,-15.268,17.185,4.8319,0
449.24,1111.7,460.83,-29.8,-10.77,20.66,4.9516,0
185.05,529.77,106.31,42.422,-19.138,22.114,3.5122,0
270.63,744.69,283.76,50.518,-5.6198,13.808,6.6758,0
260.73,1462.8,312.92,107.09,15.387,17.338,2.3239,0
126.58,1384.4,179.51,37.818,-22.294,15.095,4.1503,0
201.58,524.75,186.52,40.953,-19.707,13.183,7.3344,0
217.3,1190.1,258.42,65.009,-24.64,17.19,5.1634,0
165.58,1108.6,188.96,53.567,-36.494,20.81,6.0319,0
417.48,746.63,434.53,123.97,-26.876,18.047,4.2253,0
417.45,647.99,425.67,121.86,-23.431,16.994,4.7403,0
165.55,1038.4,182.9,53.124,-22.04,17.231,4.6983,0
217.34,1315.8,269.65,67.537,-30.139,17.447,4.4514,0
201.8,1289,255.65,59.143,-26.607,13.816,4.1098,0
126.55,1266.7,169.47,37.28,3.3658,18.128,7.8984,0
260.48,630.31,237.33,86.076,8.5286,19.04,6.1902,0
270.68,907.42,298.38,53.951,-11.556,17.109,7.6294,0
185.08,624.75,115.22,45.841,-8.7785,15.801,-0.042899,0
449.13,728.57,426.02,-39.473,-14.004,15.523,2.9245,0
1.21E+06,734.53,209.61,69.617,-24.212,12.601,-0.87338,0
782.56,743.43,766.88,90.316,-9.1156,10.628,0.17416,0
293.44,492.3,274.33,36.583,-71.952,12.765,0.39135,0
189.91,701.89,195.86,59.642,-41.225,7.5693,-2.1589,0
125.77,462.11,102.94,30.607,-6.9262,13.193,0.62349,0
121.09,1204.4,184.64,65.104,-29.64,8.4382,-2.0388,0
101.97,1193.6,163.51,81.83,-23.43,12.371,0.6933,0
107.9,484.97,89.309,44.873,-17.835,12.211,3.2964,0
82.418,467.14,59.977,34.072,-3.0112,12.931,0.0030815,0
98.078,960.78,132.64,67.525,-19.018,12.85,2.3683,0
82.691,1575.3,186.48,92.772,-19.972,16.108,-0.4165,0
98.076,971.1,134.87,47.294,-18.261,16.034,-3.2854,0
82.427,436.34,56.712,28.38,-2.3328,14.545,-2.7765,0
107.87,586.74,101.68,33.245,-18.484,12.543,-0.83679,0
102.16,449.77,64.68,330.54,-24.714,12.867,-1.1919,0
121.25,620.32,118.41,39.982,-21.67,13.823,-3.7931,0
125.69,746.24,134.36,58.234,-11.492,9.3992,-3.0602,0
189.91,707.97,196.97,51.598,-40.988,9.4097,-1.415,0
293.41,608.99,286.77,56.957,-74.042,16.996,-1.3602,0
782.61,539.26,744.17,73.247,-5.9117,14.749,-1.811,0
9.93E+05,1010.6,2263.8,-66.27,-19.061,17.883,21.388,0
4495.9,6547.3,1250.7,-28.937,-20.457,13.704,19.494,0
1566.2,1831.6,2804.2,-209.11,-12.046,-0.37635,23.792,0
572.38,451.07,1565,-16.774,-40.371,33.224,25.626,0
470.11,529.53,1999,-56.717,-6.197,15.695,23.879,0
283.54,120.74,3801.6,-28.139,-24.505,17.138,22.806,0
514.2,315.7,1230.1,-168.58,-37.406,19.184,23.254,0
294.63,195.78,2075.6,-57.416,0.054513,31.947,20.555,0
330.02,95.659,1572.3,-30.801,-16.427,24.375,17.518,0
382.04,62.023,1721,-34.385,-20.328,13.902,17.673,0
320.87,58.336,1722.1,-9.6127,-4.2453,4.1993,21.838,0
380.89,19.544,2755.7,-31.67,-21.225,6.3391,18.699,0
329.83,88.922,1736.6,-29.333,-18.008,7.9213,22.492,0
295.1,213.16,1652.4,-57.522,-0.92828,20.107,24.81,0
513.42,286.78,1934.3,-167.04,-37.853,18.274,19.063,0
284.38,152.02,3039.7,-29.757,-24.221,16.951,20.656,0
468.78,480.53,3192.3,-55.107,-5.6037,30.474,21.181,0
570.62,386.13,3147,-12.224,-42.166,14.593,21.113,0
1566.2,1831.2,2813.9,-211.16,-9.4192,30.194,19.112,0
4494,6475.5,2998.4,-25.684,-20.968,21.843,22.794,0
1.29E+06,6429.8,932.11,7.6077,5.3309,-11.223,-3.552,1
41450,46588,1300.8,6.347,4.0749,-11.978,-2.3036,1
14323,16104,995.43,3.604,10.503,-10.991,-5.864,1
3516.2,3875.7,956.09,-0.43363,9.914,-15.711,-1.3968,1
2928.3,3029.7,641.61,11.592,14.551,-14.016,-2.4564,1
3877,3988.2,1007.4,5.8179,8.9196,-14.368,-3.7137,1
3183,3300.6,1003.7,7.2026,2.8187,-15.023,-6.1143,1
2468.7,2680.5,962.55,26.434,7.2326,-8.3972,-3.2802,1
1993.6,2109.1,1088.4,11.509,-0.59916,-15.818,-4.3751,1
2258.2,2266.8,695.07,1.1967,4.4124,-9.6038,-3.3862,1
2368.3,2271,932.81,3.4487,6.8495,-10.393,-4.8514,1
2258.2,2267,718.04,11.011,6.4133,-8.9909,-4.4939,1
1993.6,2108.5,1012.7,11.614,-3.2747,-12.615,-2.4323,1
2468.8,2678.2,691.36,6.6876,1.672,-8.9574,-2.6792,1
3183,3300.1,941.71,6.1453,0.42037,-11.99,-2.5915,1
3877.1,3985.5,684.93,7.6454,3.8128,-9.1232,-4.037,1
2928.3,3029.3,601.37,2.3535,5.4641,-7.9068,-2.3963,1
3516,3882.7,1803.6,13.931,8.9024,-8.381,-3.1388,1
14323,16106,1234.6,-5.9969,4.3139,-7.3581,-3.949,1
41450,46581,434.15,14.421,4.8893,-11.619,-4.0346,1
